type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
DEBIT,Bob,Alice,9180.72,26279.52,17098.800000000003,45585.0,54765.72,1,1234-5678-9012-0428,2025-02-18 10:38:58.624743
PAYMENT,Charlie,David,1027.5,30217.88,29190.38,32391.47,33418.97,1,1234-5678-9012-0813,2024-08-30 10:38:58.624755
CASH_IN,Bob,Jane,2919.76,17228.7,14308.94,4195.75,7115.51,0,1234-5678-9012-0285,2024-12-13 10:38:58.624768
PAYMENT,Eve,David,8044.35,49082.96,41038.61,39448.55,47492.9,0,1234-5678-9012-0236,2025-02-25 10:38:58.624780
CASH_IN,Bob,Eve,4598.08,42268.76,37670.68,16599.83,21197.910000000003,0,1234-5678-9012-0101,2024-07-29 10:38:58.624792
CASH_OUT,Charlie,Jane,4501.22,33913.01,29411.79,21688.58,26189.800000000003,0,1234-5678-9012-0998,2024-12-31 10:38:58.624805
CASH_OUT,Jane,David,6307.4,15878.26,9570.86,24930.22,31237.620000000003,0,1234-5678-9012-0119,2024-12-22 10:38:58.624819
TRANSFER,Eve,Charlie,27.29,70.14,42.85,349.67,376.96000000000004,0,1234-5678-9012-0700,2025-05-02 10:38:58.624832
CASH_OUT,Eve,John,4123.52,38572.14,34448.619999999995,48977.59,53101.11,0,1234-5678-9012-0117,2025-01-16 10:38:58.624844
CASH_OUT,Jane,Eve,8085.22,3631.56,-4453.66,37479.64,45564.86,0,1234-5678-9012-0372,2024-09-17 10:38:58.624857
PAYMENT,Charlie,Eve,7658.13,11221.13,3562.999999999999,29258.24,36916.37,1,1234-5678-9012-0928,2025-02-01 10:38:58.624869
TRANSFER,Charlie,Jane,6060.26,26686.12,20625.86,49308.79,55369.05,1,1234-5678-9012-0454,2025-03-01 10:38:58.624883
CASH_OUT,Charlie,Eve,3913.02,9568.3,5655.279999999999,18051.84,21964.86,0,1234-5678-9012-0687,2025-02-08 10:38:58.624895
TRANSFER,John,Jane,7143.32,26319.15,19175.83,29513.61,36656.93,1,1234-5678-9012-0370,2024-07-11 10:38:58.624908
DEBIT,Jane,Charlie,3887.97,10751.83,6863.860000000001,35036.15,38924.12,0,1234-5678-9012-0517,2024-07-04 10:38:58.624921
CASH_IN,Jane,David,7680.95,26410.78,18729.829999999998,42660.24,50341.189999999995,0,1234-5678-9012-0110,2024-05-07 10:38:58.624933
PAYMENT,John,Bob,2519.75,18831.88,16312.130000000001,47032.18,49551.93,0,1234-5678-9012-0702,2024-06-08 10:38:58.624945
CASH_IN,David,Alice,4998.17,27548.41,22550.239999999998,10442.95,15441.12,0,1234-5678-9012-0139,2025-04-06 10:38:58.624961
PAYMENT,Alice,Jane,6260.51,30614.04,24353.53,41652.3,47912.810000000005,0,1234-5678-9012-0342,2024-09-05 10:38:58.624974
CASH_IN,Alice,Charlie,9466.07,38115.74,28649.67,5375.99,14842.06,1,1234-5678-9012-0060,2024-11-26 10:38:58.624986
PAYMENT,Jane,Bob,785.75,43864.92,43079.17,40800.93,41586.68,0,1234-5678-9012-0731,2024-05-22 10:38:58.624998
TRANSFER,Eve,David,335.77,49290.06,48954.29,37759.98,38095.75,0,1234-5678-9012-0649,2024-06-05 10:38:58.625012
CASH_OUT,Charlie,John,1262.65,40087.54,38824.89,6983.53,8246.18,0,1234-5678-9012-0316,2024-07-10 10:38:58.625025
TRANSFER,David,Alice,2401.16,47350.66,44949.5,44603.0,47004.16,1,1234-5678-9012-0101,2025-04-25 10:38:58.625037
TRANSFER,David,John,8047.34,14933.27,6885.93,27651.1,35698.44,1,1234-5678-9012-0670,2024-12-07 10:38:58.625051
TRANSFER,Bob,Alice,1487.54,25893.94,24406.399999999998,36360.22,37847.76,0,1234-5678-9012-0309,2024-10-23 10:38:58.625063
CASH_IN,David,Bob,9505.1,20203.61,10698.51,21434.98,30940.08,1,1234-5678-9012-0211,2024-09-12 10:38:58.625078
TRANSFER,Jane,Charlie,872.88,49243.49,48370.61,16236.51,17109.39,0,1234-5678-9012-0518,2025-01-07 10:38:58.625090
DEBIT,Charlie,John,6458.37,38727.93,32269.56,12623.99,19082.36,0,1234-5678-9012-0904,2024-12-09 10:38:58.625102
CASH_IN,Charlie,David,67.66,19820.27,19752.61,2915.03,2982.69,0,1234-5678-9012-0115,2024-07-31 10:38:58.625114
DEBIT,Eve,Charlie,3414.31,7267.37,3853.06,2831.95,6246.26,0,1234-5678-9012-0570,2025-03-29 10:38:58.625126
TRANSFER,David,John,2430.65,32880.59,30449.939999999995,42089.33,44519.98,0,1234-5678-9012-0786,2024-07-07 10:38:58.625138
PAYMENT,John,Charlie,4263.96,33403.25,29139.29,12661.61,16925.57,0,1234-5678-9012-0400,2025-05-02 10:38:58.625153
CASH_OUT,John,Jane,7131.71,29688.82,22557.11,32301.89,39433.6,0,1234-5678-9012-0776,2024-05-29 10:38:58.625167
PAYMENT,Bob,Alice,1248.79,26093.24,24844.45,43730.73,44979.520000000004,0,1234-5678-9012-0803,2025-03-31 10:38:58.625180
CASH_IN,David,Eve,488.1,46810.76,46322.66,40009.79,40497.89,0,1234-5678-9012-0471,2024-10-21 10:38:58.625192
DEBIT,David,Jane,3735.78,44671.62,40935.840000000004,5806.73,9542.51,0,1234-5678-9012-0855,2024-08-22 10:38:58.625204
CASH_OUT,David,John,6399.24,34911.7,28512.46,4090.89,10490.13,0,1234-5678-9012-0064,2025-01-10 10:38:58.625216
CASH_OUT,Charlie,Jane,8665.88,32513.64,23847.760000000002,44211.57,52877.45,0,1234-5678-9012-0938,2025-02-14 10:38:58.625228
CASH_IN,John,Alice,6039.55,20821.49,14781.940000000002,29084.66,35124.21,0,1234-5678-9012-0648,2024-06-25 10:38:58.625241
CASH_OUT,John,Eve,8643.84,40755.44,32111.600000000002,4536.57,13180.41,0,1234-5678-9012-0817,2025-04-13 10:38:58.625253
CASH_OUT,John,Bob,212.15,26539.22,26327.07,7871.18,8083.33,1,1234-5678-9012-0724,2025-03-13 10:38:58.625265
CASH_IN,Bob,Charlie,3391.59,17105.96,13714.369999999999,6479.01,9870.6,0,1234-5678-9012-0411,2024-10-13 10:38:58.625280
PAYMENT,John,Charlie,6797.92,49322.96,42525.04,46921.23,53719.15,0,1234-5678-9012-0602,2025-01-01 10:38:58.625293
DEBIT,David,Charlie,5618.75,40249.62,34630.87,27580.39,33199.14,0,1234-5678-9012-0793,2024-07-31 10:38:58.625305
CASH_IN,Eve,Alice,7054.82,12574.74,5519.92,32446.06,39500.880000000005,0,1234-5678-9012-0906,2024-09-06 10:38:58.625318
CASH_IN,Charlie,Alice,7533.18,43396.43,35863.25,25030.04,32563.22,0,1234-5678-9012-0619,2024-10-15 10:38:58.625331
DEBIT,Jane,Charlie,3105.75,9745.32,6639.57,25423.35,28529.1,0,1234-5678-9012-0678,2024-10-11 10:38:58.625343
CASH_IN,Alice,Bob,1212.66,15681.61,14468.95,30209.36,31422.02,0,1234-5678-9012-0381,2025-02-06 10:38:58.625378
CASH_IN,Eve,Jane,2262.44,45465.21,43202.77,47477.93,49740.37,0,1234-5678-9012-0260,2024-12-25 10:38:58.625393
TRANSFER,Alice,Charlie,1566.58,17666.51,16099.929999999998,25960.15,27526.730000000003,0,1234-5678-9012-0832,2025-04-30 10:38:58.625406
TRANSFER,Eve,John,8422.36,32744.01,24321.649999999998,35880.89,44303.25,1,1234-5678-9012-0531,2024-09-29 10:38:58.625418
TRANSFER,Charlie,Alice,4243.71,37051.21,32807.5,31293.98,35537.69,0,1234-5678-9012-0385,2025-01-12 10:38:58.625431
CASH_OUT,John,Jane,3821.8,21219.78,17397.98,4220.79,8042.59,0,1234-5678-9012-0680,2024-10-08 10:38:58.625443
DEBIT,David,Eve,6712.14,35718.92,29006.78,39524.8,46236.94,1,1234-5678-9012-0280,2025-04-22 10:38:58.625457
CASH_IN,David,Eve,5769.04,35238.49,29469.449999999997,32481.48,38250.52,0,1234-5678-9012-0941,2024-09-01 10:38:58.625471
CASH_OUT,John,Charlie,5811.71,36700.32,30888.61,28828.19,34639.9,0,1234-5678-9012-0897,2024-06-11 10:38:58.625485
TRANSFER,John,Jane,6010.86,38726.92,32716.059999999998,21846.67,27857.53,1,1234-5678-9012-0896,2024-08-28 10:38:58.625498
TRANSFER,Bob,Charlie,8467.82,18862.35,10394.529999999999,40494.59,48962.409999999996,1,1234-5678-9012-0457,2024-10-26 10:38:58.625510
CASH_IN,David,Jane,2005.35,33921.77,31916.42,26775.74,28781.09,0,1234-5678-9012-0432,2025-01-27 10:38:58.625524
CASH_OUT,Charlie,Jane,2387.97,14799.08,12411.11,42965.83,45353.8,0,1234-5678-9012-0538,2025-04-20 10:38:58.625538
CASH_OUT,John,Alice,864.83,5674.47,4809.64,30598.09,31462.920000000002,0,1234-5678-9012-0863,2024-09-26 10:38:58.625551
CASH_IN,Alice,Eve,7010.19,3159.37,-3850.8199999999997,8414.97,15425.16,0,1234-5678-9012-0918,2025-04-29 10:38:58.625565
CASH_OUT,Bob,Jane,9662.57,26039.3,16376.73,38284.87,47947.44,1,1234-5678-9012-0844,2025-04-19 10:38:58.625578
CASH_IN,Alice,David,3100.85,29376.42,26275.57,35306.05,38406.9,0,1234-5678-9012-0336,2024-06-30 10:38:58.625591
PAYMENT,John,Eve,5298.93,32570.14,27271.21,7951.48,13250.41,0,1234-5678-9012-0908,2025-04-29 10:38:58.625604
TRANSFER,Bob,Charlie,2083.79,22279.84,20196.05,31559.33,33643.12,1,1234-5678-9012-0538,2024-11-04 10:38:58.625616
PAYMENT,Eve,John,8941.24,46929.85,37988.61,49227.77,58169.009999999995,0,1234-5678-9012-0576,2025-02-05 10:38:58.625631
DEBIT,Bob,Jane,6966.72,42871.36,35904.64,39289.62,46256.340000000004,0,1234-5678-9012-0924,2025-05-02 10:38:58.625649
DEBIT,David,Bob,2811.67,34961.0,32149.33,13104.27,15915.94,1,1234-5678-9012-0602,2024-08-05 10:38:58.625662
DEBIT,Jane,Charlie,3019.38,17508.07,14488.689999999999,49777.65,52797.03,0,1234-5678-9012-0495,2025-03-01 10:38:58.625675
PAYMENT,John,Charlie,9856.3,1342.12,-8514.18,25397.67,35253.97,1,1234-5678-9012-0660,2024-09-07 10:38:58.625688
TRANSFER,Eve,Bob,2499.58,30845.33,28345.75,4192.17,6691.75,1,1234-5678-9012-0435,2024-05-18 10:38:58.625700
DEBIT,Alice,Eve,3630.25,34418.94,30788.690000000002,31585.01,35215.259999999995,0,1234-5678-9012-0341,2025-02-07 10:38:58.625714
PAYMENT,Jane,Alice,9968.31,24294.92,14326.609999999999,34018.19,43986.5,1,1234-5678-9012-0570,2024-07-31 10:38:58.625728
TRANSFER,Charlie,Eve,5335.52,1468.36,-3867.1600000000008,142.2,5477.72,1,1234-5678-9012-0688,2025-03-18 10:38:58.625749
DEBIT,John,Alice,9056.68,39923.44,30866.760000000002,46592.51,55649.19,1,1234-5678-9012-0797,2024-05-22 10:38:58.625761
PAYMENT,John,Alice,1784.25,31758.8,29974.55,1986.77,3771.02,1,1234-5678-9012-0061,2024-11-20 10:38:58.625774
TRANSFER,Jane,Bob,597.04,15746.86,15149.82,7861.9,8458.939999999999,0,1234-5678-9012-0944,2024-08-06 10:38:58.625786
TRANSFER,Bob,Eve,8316.27,25430.91,17114.64,581.62,8897.890000000001,1,1234-5678-9012-0744,2025-02-10 10:38:58.625799
CASH_OUT,John,Alice,7018.16,24886.73,17868.57,27865.37,34883.53,0,1234-5678-9012-0360,2025-03-26 10:38:58.625812
CASH_IN,Eve,Alice,2020.98,27425.71,25404.73,18983.66,21004.64,1,1234-5678-9012-0906,2024-10-05 10:38:58.625825
CASH_IN,Charlie,David,9853.36,6297.92,-3555.4400000000005,36576.02,46429.38,1,1234-5678-9012-0035,2024-12-19 10:38:58.625839
DEBIT,John,Charlie,4086.25,18901.42,14815.169999999998,17380.14,21466.39,0,1234-5678-9012-0053,2024-10-17 10:38:58.625851
PAYMENT,Jane,Charlie,9948.51,3318.07,-6630.4400000000005,11536.9,21485.41,1,1234-5678-9012-0698,2024-05-14 10:38:58.625864
CASH_IN,Eve,Bob,9589.75,12012.04,2422.290000000001,42171.53,51761.28,1,1234-5678-9012-0542,2025-02-20 10:38:58.625876
PAYMENT,Jane,Bob,6163.69,37598.53,31434.84,46054.13,52217.82,1,1234-5678-9012-0237,2024-09-04 10:38:58.625889
TRANSFER,John,Alice,131.47,31665.85,31534.379999999997,38560.64,38692.11,0,1234-5678-9012-0573,2024-05-29 10:38:58.625903
PAYMENT,Charlie,Jane,2084.98,12932.47,10847.49,46031.2,48116.18,0,1234-5678-9012-0764,2024-07-06 10:38:58.625917
DEBIT,Alice,John,9963.73,29725.13,19761.4,12831.64,22795.37,1,1234-5678-9012-0150,2025-01-08 10:38:58.625930
CASH_OUT,Alice,Charlie,2930.06,47447.2,44517.14,12773.06,15703.119999999999,0,1234-5678-9012-0510,2024-08-22 10:38:58.625948
TRANSFER,Jane,John,1295.49,49072.47,47776.98,24630.49,25925.980000000003,1,1234-5678-9012-0277,2024-10-24 10:38:58.625962
TRANSFER,Eve,Charlie,2734.62,6016.32,3281.7,36602.75,39337.37,0,1234-5678-9012-0810,2025-03-11 10:38:58.625977
CASH_IN,Eve,Jane,3418.44,14421.27,11002.83,8098.42,11516.86,0,1234-5678-9012-0945,2024-12-22 10:38:58.625993
DEBIT,Eve,David,3210.79,27011.2,23800.41,41164.58,44375.37,1,1234-5678-9012-0844,2024-10-20 10:38:58.626007
TRANSFER,Charlie,Eve,9224.89,8266.19,-958.6999999999989,10134.8,19359.69,1,1234-5678-9012-0762,2025-01-13 10:38:58.626020
CASH_IN,John,Bob,6322.95,35755.22,29432.27,37431.71,43754.659999999996,0,1234-5678-9012-0251,2024-11-24 10:38:58.626032
DEBIT,Eve,Bob,9260.51,27509.83,18249.32,33232.64,42493.15,1,1234-5678-9012-0536,2024-08-28 10:38:58.626045
TRANSFER,Eve,David,8960.65,22337.45,13376.800000000001,5522.97,14483.619999999999,1,1234-5678-9012-0613,2024-05-28 10:38:58.626059
CASH_IN,John,Charlie,8249.54,25533.84,17284.3,33198.05,41447.590000000004,0,1234-5678-9012-0659,2025-02-19 10:38:58.626073
DEBIT,Charlie,John,6564.54,24288.59,17724.05,14180.88,20745.42,0,1234-5678-9012-0512,2024-08-11 10:38:58.626086
CASH_IN,Charlie,Bob,7833.86,2237.94,-5595.92,3219.32,11053.18,0,1234-5678-9012-0622,2024-08-15 10:38:58.626101
DEBIT,David,Charlie,4135.91,36634.62,32498.710000000003,41579.34,45715.25,1,1234-5678-9012-0927,2024-09-07 10:38:58.626112
CASH_IN,Eve,David,3547.75,42135.91,38588.16,30529.45,34077.2,0,1234-5678-9012-0492,2025-01-22 10:38:58.626124
PAYMENT,Jane,David,4541.36,43285.08,38743.72,2587.06,7128.42,1,1234-5678-9012-0034,2024-11-09 10:38:58.626136
DEBIT,John,David,3016.0,12622.7,9606.7,14178.96,17194.96,0,1234-5678-9012-0427,2025-03-28 10:38:58.626151
TRANSFER,Jane,Charlie,2522.4,27568.81,25046.41,25291.88,27814.280000000002,0,1234-5678-9012-0741,2024-07-11 10:38:58.626170
CASH_OUT,Jane,Charlie,935.98,42325.48,41389.5,43226.94,44162.920000000006,1,1234-5678-9012-0448,2024-06-08 10:38:58.626184
DEBIT,John,Jane,1884.45,40885.0,39000.55,46386.49,48270.939999999995,0,1234-5678-9012-0096,2024-07-06 10:38:58.626201
CASH_IN,Charlie,Eve,6338.47,15128.44,8789.970000000001,47897.22,54235.69,0,1234-5678-9012-0170,2024-07-29 10:38:58.626216
PAYMENT,Alice,Bob,3696.92,28403.18,24706.260000000002,29402.46,33099.38,0,1234-5678-9012-0027,2024-07-25 10:38:58.626231
TRANSFER,John,Alice,8872.2,7960.47,-911.7300000000005,38431.46,47303.66,1,1234-5678-9012-0463,2025-03-19 10:38:58.626247
TRANSFER,Alice,David,8673.18,28355.21,19682.03,5842.34,14515.52,1,1234-5678-9012-0525,2024-12-02 10:38:58.626261
TRANSFER,Jane,Bob,7041.38,15092.22,8050.839999999999,38936.98,45978.36,1,1234-5678-9012-0202,2024-09-03 10:38:58.626274
DEBIT,Bob,Eve,9282.25,14557.31,5275.0599999999995,33313.77,42596.02,1,1234-5678-9012-0836,2024-10-15 10:38:58.626288
DEBIT,David,Charlie,7306.95,23416.79,16109.84,46199.7,53506.649999999994,0,1234-5678-9012-0488,2025-01-19 10:38:58.626302
CASH_IN,Bob,David,6334.73,19875.21,13540.48,39562.31,45897.03999999999,0,1234-5678-9012-0988,2025-01-06 10:38:58.626315
CASH_IN,Charlie,Bob,7593.27,8085.65,492.3799999999992,8853.88,16447.15,0,1234-5678-9012-0585,2024-09-11 10:38:58.626336
DEBIT,Alice,Charlie,8747.95,30357.81,21609.86,16655.38,25403.33,1,1234-5678-9012-0454,2024-09-01 10:38:58.626369
CASH_IN,Alice,John,8933.41,25168.73,16235.32,26444.34,35377.75,1,1234-5678-9012-0394,2024-11-08 10:38:58.626385
DEBIT,Charlie,Jane,5682.25,41254.96,35572.71,33899.83,39582.08,1,1234-5678-9012-0522,2024-11-27 10:38:58.626398
CASH_IN,Jane,Charlie,5856.76,20767.77,14911.01,24291.25,30148.010000000002,0,1234-5678-9012-0409,2025-03-17 10:38:58.626411
DEBIT,Jane,Charlie,5249.25,9943.66,4694.41,5416.37,10665.619999999999,1,1234-5678-9012-0536,2025-01-10 10:38:58.626424
CASH_OUT,John,Jane,8531.32,14506.32,5975.0,17125.3,25656.62,0,1234-5678-9012-0478,2024-09-18 10:38:58.626438
TRANSFER,Eve,Bob,7057.56,15042.24,7984.679999999999,47142.95,54200.509999999995,1,1234-5678-9012-0576,2025-01-23 10:38:58.626450
CASH_IN,David,Charlie,5113.27,3610.04,-1503.2300000000005,29749.27,34862.54,1,1234-5678-9012-0945,2024-11-08 10:38:58.626464
CASH_OUT,David,Charlie,3224.89,2540.5,-684.3899999999999,28259.85,31484.739999999998,0,1234-5678-9012-0954,2024-08-25 10:38:58.626477
CASH_OUT,David,Bob,3965.44,41041.19,37075.75,18280.29,22245.73,1,1234-5678-9012-0421,2024-09-16 10:38:58.626491
DEBIT,John,Charlie,1016.27,7337.39,6321.120000000001,4326.04,5342.3099999999995,1,1234-5678-9012-0518,2024-07-25 10:38:58.626505
CASH_IN,Bob,Alice,8470.57,42347.33,33876.76,41705.75,50176.32,1,1234-5678-9012-0644,2024-11-22 10:38:58.626519
CASH_IN,Charlie,Alice,3032.68,4650.09,1617.4100000000003,14288.15,17320.829999999998,0,1234-5678-9012-0050,2024-10-03 10:38:58.626532
CASH_IN,Charlie,Jane,4897.01,26763.52,21866.510000000002,38854.89,43751.9,1,1234-5678-9012-0973,2025-03-21 10:38:58.626545
CASH_IN,David,Bob,5079.69,3724.62,-1355.0699999999997,31727.01,36806.7,0,1234-5678-9012-0371,2024-08-13 10:38:58.626559
PAYMENT,Jane,Bob,1124.54,2403.5,1278.96,44666.3,45790.840000000004,0,1234-5678-9012-0930,2025-01-18 10:38:58.626574
DEBIT,Charlie,Bob,9594.63,15598.72,6004.09,42800.32,52394.95,1,1234-5678-9012-0970,2024-06-22 10:38:58.626587
DEBIT,Alice,Jane,7604.38,14084.49,6480.11,15227.18,22831.56,1,1234-5678-9012-0769,2024-06-05 10:38:58.626601
PAYMENT,Alice,Eve,3017.48,47368.03,44350.549999999996,35408.63,38426.11,1,1234-5678-9012-0160,2024-07-18 10:38:58.626615
TRANSFER,David,Bob,1872.73,31150.16,29277.43,21395.22,23267.95,0,1234-5678-9012-0348,2024-05-10 10:38:58.626629
CASH_IN,Eve,John,8058.64,25916.43,17857.79,44986.97,53045.61,0,1234-5678-9012-0220,2025-02-16 10:38:58.626642
CASH_OUT,John,Charlie,3399.13,3846.41,447.27999999999975,32719.27,36118.4,0,1234-5678-9012-0567,2024-05-21 10:38:58.626656
CASH_IN,Eve,Bob,6217.83,29284.74,23066.910000000003,24855.19,31073.019999999997,1,1234-5678-9012-0692,2024-08-21 10:38:58.626668
CASH_IN,Jane,Alice,9208.9,32166.68,22957.78,23797.79,33006.69,1,1234-5678-9012-0304,2025-04-09 10:38:58.626682
DEBIT,Bob,Jane,3317.62,42353.85,39036.229999999996,44105.72,47423.340000000004,0,1234-5678-9012-0230,2024-10-20 10:38:58.626697
CASH_OUT,Jane,Alice,3762.12,45022.29,41260.17,576.28,4338.4,0,1234-5678-9012-0521,2024-05-18 10:38:58.626711
PAYMENT,John,Eve,6731.8,16288.42,9556.619999999999,290.76,7022.56,0,1234-5678-9012-0184,2024-06-02 10:38:58.626727
PAYMENT,Alice,John,8486.23,27258.24,18772.010000000002,15380.04,23866.27,0,1234-5678-9012-0574,2024-10-19 10:38:58.626740
TRANSFER,Bob,Charlie,8580.94,45559.8,36978.86,44312.5,52893.44,1,1234-5678-9012-0885,2025-04-06 10:38:58.626753
PAYMENT,Eve,John,7570.13,39294.94,31724.81,37677.59,45247.719999999994,0,1234-5678-9012-0113,2024-08-05 10:38:58.626767
TRANSFER,Eve,Alice,3939.59,29780.02,25840.43,1115.18,5054.77,1,1234-5678-9012-0004,2024-11-09 10:38:58.626780
TRANSFER,David,Jane,6983.36,41385.35,34401.99,27365.83,34349.19,1,1234-5678-9012-0755,2025-01-22 10:38:58.626797
TRANSFER,Alice,David,5189.39,20904.63,15715.240000000002,40991.56,46180.95,1,1234-5678-9012-0182,2025-02-03 10:38:58.626810
DEBIT,John,Jane,5276.59,29402.66,24126.07,35302.23,40578.82000000001,0,1234-5678-9012-0055,2024-10-10 10:38:58.626822
DEBIT,Eve,John,5262.61,7952.17,2689.5600000000004,25204.42,30467.03,0,1234-5678-9012-0069,2025-05-01 10:38:58.626834
TRANSFER,Eve,Charlie,9858.76,34078.46,24219.699999999997,3365.77,13224.53,1,1234-5678-9012-0843,2025-03-08 10:38:58.626848
CASH_IN,Eve,John,1098.79,5729.47,4630.68,34149.57,35248.36,0,1234-5678-9012-0312,2024-06-02 10:38:58.626864
CASH_OUT,Charlie,Alice,364.92,17988.65,17623.730000000003,25971.75,26336.67,0,1234-5678-9012-0446,2024-10-12 10:38:58.626878
CASH_IN,Eve,Bob,6294.96,31078.02,24783.06,13860.8,20155.76,0,1234-5678-9012-0257,2025-02-05 10:38:58.626894
DEBIT,Alice,Bob,9156.97,44767.31,35610.34,11707.12,20864.09,1,1234-5678-9012-0294,2024-05-19 10:38:58.626907
CASH_IN,Eve,Jane,1260.84,33996.96,32736.12,34346.51,35607.35,0,1234-5678-9012-0278,2024-10-05 10:38:58.626921
DEBIT,Charlie,Jane,7516.91,25493.75,17976.84,8791.46,16308.369999999999,0,1234-5678-9012-0291,2025-01-24 10:38:58.626940
PAYMENT,John,Charlie,6116.8,43939.48,37822.68,30547.51,36664.31,0,1234-5678-9012-0497,2024-09-21 10:38:58.626954
PAYMENT,David,John,5534.47,10277.31,4742.839999999999,5303.7,10838.17,0,1234-5678-9012-0052,2024-10-26 10:38:58.626969
DEBIT,Eve,Bob,123.09,41920.92,41797.83,19724.48,19847.57,1,1234-5678-9012-0153,2025-04-21 10:38:58.626982
DEBIT,Alice,John,8112.86,34764.72,26651.86,34398.61,42511.47,1,1234-5678-9012-0471,2025-04-17 10:38:58.626997
DEBIT,Jane,Bob,9110.17,8342.63,-767.5400000000009,17335.98,26446.15,1,1234-5678-9012-0700,2025-01-15 10:38:58.627010
CASH_IN,Bob,Charlie,5756.74,34753.27,28996.53,6200.89,11957.630000000001,0,1234-5678-9012-0807,2025-01-09 10:38:58.627022
DEBIT,David,Alice,7607.62,33378.5,25770.88,25749.21,33356.83,1,1234-5678-9012-0573,2025-04-25 10:38:58.627034
CASH_IN,Alice,Charlie,3770.87,6090.01,2319.1400000000003,6976.82,10747.689999999999,0,1234-5678-9012-0256,2025-03-14 10:38:58.627048
DEBIT,Charlie,Eve,7849.85,3861.95,-3987.9000000000005,35902.24,43752.09,0,1234-5678-9012-0672,2024-10-05 10:38:58.627062
DEBIT,David,Bob,9296.97,27853.65,18556.68,44628.09,53925.06,1,1234-5678-9012-0681,2025-03-01 10:38:58.627074
CASH_IN,John,Charlie,5256.57,11244.51,5987.9400000000005,32431.67,37688.24,0,1234-5678-9012-0019,2024-09-21 10:38:58.627092
TRANSFER,Alice,David,9260.75,24921.13,15660.380000000001,32663.47,41924.22,1,1234-5678-9012-0118,2025-01-28 10:38:58.627105
PAYMENT,Charlie,Eve,7647.87,23326.72,15678.850000000002,37932.36,45580.23,1,1234-5678-9012-0386,2024-12-25 10:38:58.627118
DEBIT,Jane,David,4610.45,23884.58,19274.13,29455.77,34066.22,1,1234-5678-9012-0764,2024-12-05 10:38:58.627131
DEBIT,John,Alice,6014.05,47214.1,41200.049999999996,8507.21,14521.259999999998,0,1234-5678-9012-0787,2024-06-30 10:38:58.627146
TRANSFER,Bob,Eve,3375.28,12112.46,8737.179999999998,4886.38,8261.66,1,1234-5678-9012-0211,2024-05-19 10:38:58.627160
DEBIT,Alice,Eve,387.09,16071.41,15684.32,22541.89,22928.98,0,1234-5678-9012-0740,2024-05-15 10:38:58.627178
CASH_OUT,Charlie,Bob,5986.75,4199.99,-1786.7600000000002,25270.31,31257.06,0,1234-5678-9012-0809,2025-02-25 10:38:58.627191
PAYMENT,David,Alice,7774.93,42698.38,34923.45,10083.32,17858.25,0,1234-5678-9012-0058,2025-04-14 10:38:58.627203
TRANSFER,Bob,Jane,2181.69,30229.39,28047.7,1492.25,3673.94,0,1234-5678-9012-0784,2024-11-26 10:38:58.627214
CASH_OUT,Bob,Eve,7984.48,37120.69,29136.210000000003,10558.52,18543.0,1,1234-5678-9012-0644,2024-07-11 10:38:58.627231
DEBIT,John,Jane,143.26,22938.66,22795.4,10461.68,10604.94,0,1234-5678-9012-0365,2024-08-22 10:38:58.627245
TRANSFER,Bob,Charlie,5424.27,24645.61,19221.34,36812.83,42237.100000000006,1,1234-5678-9012-0589,2024-12-16 10:38:58.627257
DEBIT,David,Alice,1600.82,13077.8,11476.98,36025.55,37626.37,0,1234-5678-9012-0568,2024-06-29 10:38:58.627269
DEBIT,John,Bob,710.12,24904.34,24194.22,5966.67,6676.79,0,1234-5678-9012-0321,2024-06-26 10:38:58.627280
PAYMENT,Alice,David,6315.36,12448.07,6132.71,43544.74,49860.1,1,1234-5678-9012-0454,2024-11-08 10:38:58.627292
PAYMENT,David,Bob,5185.22,8783.85,3598.63,26285.4,31470.620000000003,0,1234-5678-9012-0653,2025-02-05 10:38:58.627305
TRANSFER,Bob,David,7978.3,17843.72,9865.420000000002,7480.27,15458.57,1,1234-5678-9012-0947,2024-11-25 10:38:58.627318
PAYMENT,Bob,Jane,3191.35,15088.15,11896.8,8203.49,11394.84,1,1234-5678-9012-0885,2025-04-03 10:38:58.627331
DEBIT,Eve,Alice,9086.15,9915.86,829.710000000001,46019.47,55105.62,1,1234-5678-9012-0411,2024-09-25 10:38:58.627344
